IP Address	Number of Adjacencies
167.143.223.70	3
169.86.83.112	10
216.56.168.44	4
253.107.138.171	8
39.71.16.72	9
42.167.62.92	7
201.163.19.183	10
140.67.15.117	5
235.150.250.66	7
111.124.56.189	9
243.137.98.133	2
8.166.218.117	5
64.212.25.118	6
73.227.239.30	7
178.198.189.6	8
235.105.137.111	8
121.49.131.176	6
239.14.127.153	9
39.120.180.33	7
84.107.2.131	8
85.140.63.31	5
164.8.199.228	8
249.119.112.136	8
37.202.107.180	6
63.139.192.239	9
174.26.236.34	10
220.101.24.215	7
57.133.234.230	4
87.48.239.219	3
118.123.190.92	8
114.110.181.163	5
118.92.247.115	10
133.159.194.54	11
81.192.113.10	5
112.85.22.43	8
135.133.56.140	7
187.216.222.194	4
80.130.194.89	6
106.168.133.181	6
132.12.227.143	6
119.208.76.112	4
153.40.193.253	3
165.179.127.251	7
127.247.153.221	10
123.138.222.24	4
124.41.14.163	6
127.56.79.23	5
193.235.71.228	6
198.147.130.8	9
148.229.72.71	10
238.20.82.206	8
130.234.67.96	7
240.234.161.150	8
52.55.186.199	11
61.231.117.184	5
236.242.172.40	11
47.153.22.226	7
13.120.44.206	3
3.127.231.10	5
52.108.16.84	8
7.14.179.10	5
24.61.155.61	8
81.171.189.66	3
85.3.204.117	7
124.75.149.148	10
119.110.247.229	7
125.51.187.111	6
138.63.152.79	8
155.111.161.246	12
158.233.139.51	14
203.46.59.242	8
203.37.35.172	5
25.131.23.193	4
24.108.77.19	8
87.25.180.3	9
169.9.58.169	12
241.25.63.222	7
241.112.26.211	8
243.212.215.226	5
14.143.115.162	8
132.163.139.53	8
201.120.50.118	8
228.241.90.45	4
247.93.61.164	8
31.250.3.165	6
252.243.243.207	7
23.133.33.83	3
99.91.86.96	10
196.66.254.236	9
53.37.32.76	4
156.169.34.118	4
115.222.210.145	5
206.69.50.121	7
246.34.8.169	7
79.237.149.99	4
138.38.254.208	12
44.211.47.83	7
212.170.42.195	6
4.113.123.72	7
251.53.192.244	6
20.128.167.128	3
83.234.133.118	6
108.83.80.83	9
124.119.17.148	8
40.244.77.144	10
125.212.166.66	7
195.73.224.252	5
100.51.69.189	7
113.162.169.232	8
66.253.110.249	8
70.144.162.158	6
86.16.132.234	8
91.247.15.157	5
154.145.214.82	8
1.16.238.43	2
59.251.102.31	7
100.173.234.219	7
25.192.14.241	9
154.198.69.17	2
212.184.248.74	8
235.194.101.202	11
159.49.236.14	14
26.18.48.89	4
44.175.97.193	6
76.232.188.154	7
137.118.60.248	14
238.127.190.176	5
129.124.188.129	7
197.237.245.225	10
91.236.162.233	6
86.179.49.57	6
38.167.185.250	6
48.86.30.5	9
17.210.90.53	10
249.190.74.173	3
184.203.194.243	11
87.59.123.56	4
69.109.56.201	4
122.3.18.114	6
129.41.251.31	2
156.232.240.52	6
197.254.8.54	12
241.218.214.204	9
69.86.155.93	10
234.204.180.48	5
160.218.64.51	10
32.204.115.239	6
72.14.171.46	3
33.5.44.12	7
53.198.233.139	9
79.35.156.103	6
113.146.77.82	11
56.76.155.65	8
121.52.46.167	2
142.95.27.64	4
89.196.225.160	5
90.195.191.186	7
156.80.122.31	10
163.209.118.209	7
177.25.82.94	9
126.167.157.101	5
178.57.185.225	4
64.216.207.22	4
189.90.136.224	6
193.239.30.134	4
29.158.43.56	6
35.44.200.145	10
60.94.138.219	10
23.243.45.182	9
52.184.78.187	8
79.112.33.47	7
192.100.185.134	8
195.10.147.155	7
200.237.26.27	6
205.59.16.168	2
128.103.209.191	7
182.148.190.202	5
25.224.100.65	4
209.140.233.2	5
214.132.50.231	10
218.239.214.160	4
160.148.188.213	5
228.183.190.187	6
146.85.227.244	7
150.46.146.213	4
146.121.50.168	5
19.159.8.164	6
38.251.213.186	8
24.3.176.69	12
57.235.177.159	9
69.244.115.175	8
75.200.148.211	4
39.24.1.128	7
41.40.228.181	7
150.128.158.43	6
78.234.151.86	5
184.157.196.210	4
194.104.117.200	5
194.176.62.38	8
12.194.4.4	7
196.45.208.205	6
101.86.226.162	8
215.61.31.215	8
162.170.87.179	2
229.148.144.206	9
144.80.202.64	5
52.85.40.206	4
36.144.175.231	2
86.228.166.151	7
89.33.97.238	9
140.94.16.16	8
151.232.175.227	3
118.72.205.165	8
147.130.214.21	9
155.153.59.77	5
164.44.166.20	5
42.173.7.60	7
210.57.56.196	8
230.138.21.141	6
48.207.52.162	5
31.36.118.69	12
164.74.38.67	6
221.52.141.41	6
181.60.104.116	4
231.69.239.116	14
167.145.185.181	7
34.214.122.49	7
170.107.192.71	10
225.41.147.26	12
171.205.217.181	6
173.78.112.102	9
188.207.192.210	3
234.240.144.76	9
183.10.177.218	9
172.81.218.104	11
235.127.65.134	4
17.213.205.41	7
132.179.244.235	11
238.140.182.177	9
55.31.18.172	11
239.58.234.108	8
244.193.164.237	9
245.231.159.134	5
246.200.114.55	13
17.28.192.161	11
97.158.127.56	12
247.89.45.36	13
115.79.154.192	8
180.231.117.243	8
26.64.85.251	5
235.27.219.163	7
248.180.161.88	8
25.116.117.235	9
39.17.194.32	3
61.211.226.140	7
117.204.150.152	9
93.122.240.191	6
7.7.251.32	11
135.92.131.126	8
26.202.74.194	8
137.196.221.157	4
139.110.89.228	7
48.124.248.29	10
192.221.6.51	13
69.72.161.150	10
215.238.187.158	13
49.225.145.152	7
24.159.38.144	5
119.181.139.116	10
217.13.253.136	2
2.110.40.228	4
174.56.39.158	4
24.43.209.95	4
22.133.246.211	4
248.188.154.251	5
46.197.7.254	9
89.161.11.208	5
20.208.12.251	6
249.141.51.197	6
26.127.64.110	5
43.227.157.66	3
100.114.66.254	11
143.118.198.185	11
38.27.217.35	2
93.188.24.80	6
21.75.81.129	8
111.250.225.20	7
12.223.76.120	15
164.108.237.199	5
166.114.160.206	10
192.182.243.1	7
201.39.85.254	5
190.115.100.216	8
78.206.123.186	7
226.41.45.159	6
212.84.2.223	8
230.97.138.89	8
185.39.100.166	8
88.241.199.38	5
61.142.7.67	4
9.228.204.147	8
70.193.82.130	2
156.207.130.13	6
70.209.127.2	10
179.112.8.148	6
125.44.196.93	8
181.204.89.243	9
11.105.45.36	11
187.33.180.134	6
223.244.93.181	8
38.15.49.78	4
31.58.44.89	4
233.235.124.73	6
158.181.203.87	10
163.121.118.112	3
23.245.108.153	7
240.179.202.213	8
244.249.194.205	5
54.136.98.110	11
62.97.62.94	7
209.181.183.104	5
3.190.233.69	9
210.60.136.132	4
78.186.164.63	2
128.75.215.242	5
1.117.109.246	4
61.186.125.111	10
156.51.232.66	10
53.69.197.111	9
160.174.102.132	3
12.140.247.40	3
21.54.63.166	12
140.205.87.168	2
152.193.188.71	4
239.206.236.29	5
226.229.230.160	4
242.208.53.207	3
7.102.88.107	7
94.220.108.121	14
132.36.109.158	8
101.71.176.203	5
59.115.211.238	10
213.229.137.121	6
65.134.26.166	6
100.45.148.95	8
167.39.147.155	7
120.33.145.211	7
199.77.198.124	4
27.167.152.42	7
221.38.26.101	4
170.219.118.93	9
20.224.79.201	7
163.237.11.151	10
95.35.192.55	4
197.159.87.4	6
32.222.138.54	3
79.38.231.146	4
235.144.170.148	12
114.244.91.45	8
71.19.60.147	11
253.233.76.192	6
19.104.102.75	1
104.78.145.144	8
218.197.6.41	12
82.100.34.168	6
235.92.122.184	2
224.190.166.48	7
54.68.125.5	7
128.92.189.152	2
65.122.248.58	8
149.33.228.88	3
215.121.212.202	5
168.33.190.109	7
185.175.30.222	5
77.62.243.95	8
32.100.222.109	7
9.123.2.145	4
21.208.81.243	1
145.181.214.55	5
64.38.140.80	6
13.233.112.177	7
88.14.91.102	5
56.252.64.182	10
57.180.193.56	7
114.105.210.160	3
142.15.209.176	12
70.121.213.16	9
116.148.44.100	7
4.193.171.49	9
52.22.165.219	4
128.242.239.86	4
180.177.142.185	3
193.91.136.88	8
114.10.46.83	5
193.98.34.182	6
137.35.108.172	5
203.123.56.116	10
145.230.74.163	8
183.218.35.171	6
152.71.111.245	8
206.235.55.191	7
214.121.225.140	6
154.52.116.169	6
34.236.140.155	5
217.188.127.118	3
219.139.158.99	2
11.143.235.221	3
138.160.9.176	8
61.229.210.156	6
225.176.197.114	5
199.40.186.241	8
128.113.97.167	4
232.209.1.220	7
10.45.120.3	12
233.108.249.29	3
178.175.139.183	7
174.48.65.99	8
238.246.24.78	8
239.76.81.41	6
242.33.234.178	5
242.241.139.23	7
248.129.43.5	8
249.227.242.64	5
3.44.237.3	6
11.234.221.82	8
100.232.168.211	5
182.197.125.65	7
180.180.191.5	6
29.90.107.34	4
132.184.250.167	9
151.47.185.187	8
103.162.156.179	5
144.1.216.13	5
83.140.210.140	3
121.174.157.71	5
18.67.76.96	4
66.65.134.87	8
41.71.178.142	10
192.83.111.54	6
117.49.39.4	11
108.105.66.246	11
113.59.102.100	6
43.148.206.32	7
14.222.16.62	9
84.189.207.218	2
165.154.67.212	7
206.101.235.206	7
230.205.13.159	6
32.188.28.38	3
236.230.100.12	5
240.217.56.199	4
100.168.187.123	8
174.168.8.66	4
222.168.65.178	7
244.68.63.210	11
90.163.120.187	5
248.193.155.4	3
250.34.46.56	7
7.162.159.56	9
70.161.55.180	4
116.186.83.37	9
148.89.101.132	9
221.36.37.171	10
243.157.61.111	8
103.126.150.14	14
147.145.165.163	8
148.220.32.8	5
151.104.33.95	3
149.62.250.142	7
161.131.87.26	5
190.142.208.24	5
37.52.93.154	8
41.224.214.250	8
145.146.229.65	6
172.5.169.204	10
89.168.137.48	7
208.12.3.178	2
50.161.145.253	9
229.78.61.160	7
239.3.157.112	8
243.99.228.240	5
130.72.42.137	3
251.7.211.152	4
30.20.71.13	3
199.133.152.97	11
172.25.189.61	6
86.252.106.114	9
4.165.117.107	6
105.84.186.220	0
216.212.212.167	10
239.200.168.41	8
169.249.89.229	4
248.161.229.95	11
68.91.162.141	11
3.115.215.77	5
111.40.211.241	9
180.169.211.20	6
93.160.162.88	4
174.191.200.10	4
143.9.227.12	11
199.7.148.8	9
172.131.57.85	8
153.93.64.98	5
94.201.149.186	4
120.211.184.63	3
173.158.195.104	7
49.41.120.146	5
100.94.98.101	8
101.187.123.183	6
52.189.124.245	6
129.71.127.134	2
194.102.40.55	8
15.147.208.132	8
21.47.232.237	10
187.48.110.203	5
203.173.83.90	4
37.236.150.11	8
157.166.21.71	7
247.179.207.44	11
83.154.249.116	4
137.248.122.164	9
186.204.90.187	9
100.221.5.153	5
82.136.222.245	4
227.22.177.146	5
71.109.96.145	8
69.78.87.111	3
120.164.112.149	7
137.97.220.40	7
196.175.92.91	8
230.63.84.103	6
191.228.176.196	7
85.57.211.1	6
188.182.11.107	9
101.126.69.217	5
16.52.46.230	4
201.225.89.8	2
130.242.180.137	7
157.175.107.37	9
94.102.131.153	7
54.115.232.158	8
226.208.27.38	10
108.30.93.37	11
77.153.24.73	9
52.172.238.132	6
94.8.203.179	9
52.133.93.237	8
43.44.19.231	3
69.235.106.121	9
106.137.69.66	2
87.202.38.152	7
71.176.79.193	11
105.89.180.164	2
116.55.54.40	3
233.113.4.73	9
27.6.78.113	3
43.140.88.102	5
249.119.113.251	8
44.175.89.228	9
29.108.152.83	8
157.168.249.104	1
97.34.249.223	4
114.41.38.147	5
198.129.108.210	5
169.198.224.131	10
24.244.133.105	11
89.136.88.222	10
94.44.52.229	7
149.144.12.38	6
101.203.31.11	7
193.4.18.27	5
204.18.46.52	9
71.23.118.68	2
229.136.192.52	7
192.110.48.244	13
29.194.111.20	10
73.19.175.3	7
75.105.57.65	8
117.29.227.162	6
231.23.208.162	4
191.91.77.197	9
36.68.78.186	12
18.137.172.214	3
227.37.237.176	12
246.88.105.169	8
218.115.141.126	5
32.2.5.20	6
66.157.166.169	8
109.198.21.139	9
143.53.176.104	8
252.146.251.98	13
128.160.164.11	8
15.87.242.138	3
31.4.6.106	5
57.3.166.193	13
69.64.112.103	11
55.113.60.26	8
114.159.118.79	7
226.188.222.144	4
239.250.189.12	7
238.31.13.79	6
249.10.219.196	6
34.252.232.66	3
89.129.135.208	3
69.27.148.147	10
168.153.192.182	6
179.227.139.131	10
8.78.242.242	9
47.218.183.234	6
62.222.105.192	5
232.220.208.57	9
153.216.26.218	10
20.126.26.75	8
141.205.3.209	4
89.89.23.181	10
106.51.234.183	8
152.17.106.196	4
65.64.45.82	12
24.108.62.248	5
209.206.140.102	10
36.32.137.69	5
65.110.119.85	4
21.79.195.62	6
133.29.187.49	11
96.102.211.213	7
90.198.86.75	6
139.26.138.63	9
122.143.153.243	6
45.220.179.213	11
48.161.64.236	10
202.23.92.186	10
9.84.154.97	6
30.196.93.49	5
20.127.101.151	9
114.159.242.122	9
168.208.95.184	6
72.15.97.175	7
246.197.99.150	6
227.81.243.184	10
68.20.208.203	4
60.129.182.95	8
80.104.75.19	8
32.197.73.81	4
235.151.231.100	8
84.246.166.57	7
102.66.119.61	11
107.218.179.204	3
110.99.150.253	5
62.46.165.160	7
138.28.170.174	3
15.190.52.88	6
75.187.29.81	11
124.162.71.79	7
147.69.145.51	1
183.57.70.132	7
46.156.158.62	5
138.238.207.77	8
199.6.224.84	9
174.51.39.220	8
65.58.143.112	7
162.115.151.55	9
143.157.35.157	8
5.131.166.17	8
165.81.251.17	4
214.87.151.209	10
1.20.193.167	10
13.163.82.245	6
45.5.199.10	8
245.72.145.14	7
83.14.60.40	5
180.94.244.95	12
33.242.85.229	4
179.122.106.4	8
210.251.220.3	9
222.155.90.131	7
245.214.203.143	9
25.65.84.173	9
50.84.103.170	5
111.155.111.5	7
199.52.241.117	5
50.53.113.48	9
69.163.221.89	9
76.44.231.106	8
115.18.158.146	9
102.30.27.245	3
227.211.192.32	7
179.167.29.101	4
165.227.193.234	7
7.210.236.9	7
233.154.83.62	9
220.239.75.3	9
181.234.132.113	13
51.157.232.104	5
110.232.58.216	8
44.187.121.131	4
67.225.112.38	12
162.48.148.62	8
169.233.60.54	6
222.55.67.188	4
220.64.246.33	6
168.153.202.98	7
201.166.132.129	4
174.189.161.245	13
149.16.43.118	7
189.167.60.229	4
221.206.60.146	5
155.231.86.231	13
193.74.200.241	7
215.93.192.50	6
44.167.251.6	7
200.189.140.224	5
225.181.140.97	12
102.21.162.97	5
109.17.117.139	6
49.132.31.127	6
61.67.130.172	11
149.188.15.189	6
164.204.145.209	13
215.183.245.27	8
156.225.213.142	8
60.159.25.124	6
99.35.234.121	7
110.234.213.15	11
29.11.103.27	8
24.74.56.74	7
62.208.21.209	8
6.175.153.184	9
44.219.45.66	8
121.234.225.157	10
65.211.232.185	2
54.190.222.13	6
85.149.96.77	9
134.103.92.190	7
145.132.123.140	7
227.74.21.67	12
230.30.187.150	9
74.121.167.163	8
236.248.82.124	8
90.198.195.61	8
126.127.250.107	5
201.165.84.33	5
18.254.38.166	9
147.223.110.143	6
47.8.78.26	10
179.242.233.40	5
56.30.221.184	8
249.20.99.36	10
223.15.150.249	10
175.48.227.145	6
11.248.110.105	7
69.216.5.211	4
98.123.19.13	7
157.55.75.37	8
243.73.134.245	12
251.29.110.17	7
56.30.224.71	5
110.229.238.133	2
50.136.227.112	9
146.96.75.224	12
69.213.128.237	3
3.73.53.143	7
156.238.177.99	3
87.153.114.50	7
64.162.25.114	4
22.90.21.157	5
74.23.239.11	4
101.155.55.241	8
123.29.163.48	6
216.139.41.126	1
20.81.157.231	9
79.238.165.203	5
90.174.42.1	5
140.69.237.76	5
104.4.3.110	13
200.21.116.55	4
241.142.70.100	5
194.135.244.230	8
124.38.36.252	6
204.89.201.20	4
23.14.152.26	10
155.202.66.39	10
209.158.62.17	7
63.219.119.109	7
175.51.181.176	4
143.205.184.16	4
71.112.164.177	8
34.154.134.77	4
45.248.152.98	4
108.48.252.19	11
250.197.49.243	12
113.244.97.39	8
151.154.253.90	9
80.19.113.158	4
211.101.155.54	9
41.245.58.226	10
116.152.105.42	11
148.222.7.77	9
161.31.117.123	9
209.71.26.153	10
213.2.142.228	4
131.21.187.32	3
221.230.157.64	13
122.98.45.246	7
18.116.142.147	4
170.180.31.164	12
41.212.87.1	10
244.173.204.4	11
254.97.242.221	8
31.212.71.132	11
73.229.150.253	8
181.221.73.73	5
170.183.111.251	9
171.242.51.163	6
97.199.25.204	7
139.246.2.50	8
144.207.118.154	9
191.55.213.56	7
125.238.49.235	7
204.63.40.207	5
219.205.213.61	3
188.56.182.178	4
167.181.191.39	3
190.127.188.124	5
70.100.143.67	8
127.193.216.65	7
106.69.133.84	7
18.172.241.48	9
64.42.191.142	10
158.121.132.23	5
8.228.209.145	2
202.42.93.217	5
243.152.237.148	5
249.78.140.231	10
97.118.191.229	4
18.254.189.50	6
88.151.102.28	7
15.47.246.90	3
31.187.41.234	9
230.127.50.71	3
141.65.169.183	9
31.253.44.57	10
75.122.246.110	8
42.95.34.166	8
133.30.24.200	7
203.182.65.199	3
213.228.81.78	10
168.7.234.95	4
188.61.98.246	5
220.89.22.113	6
223.82.13.217	10
233.73.8.73	8
171.77.68.135	8
137.123.13.41	4
250.176.73.156	10
240.156.54.85	6
6.187.249.21	3
79.162.115.40	4
98.225.47.159	10
85.81.94.171	8
214.138.199.42	4
149.89.193.77	4
156.128.95.132	9
252.222.194.200	6
56.102.118.111	10
27.205.76.78	9
247.56.199.55	7
107.92.89.136	9
26.69.144.202	6
189.171.82.21	7
215.84.202.93	12
82.218.245.128	10
145.71.86.254	11
131.49.139.41	6
36.137.226.7	9
62.251.7.170	7
90.35.222.62	4
135.187.107.177	5
22.91.74.227	5
102.199.189.9	7
153.107.52.9	6
67.179.116.1	10
92.34.154.111	8
109.174.228.157	5
75.160.127.155	6
126.21.134.96	4
185.13.253.134	8
6.105.233.29	5
39.142.39.9	9
50.206.107.129	8
94.78.53.94	6
130.24.44.186	9
147.45.210.95	6
230.31.203.232	7
58.25.124.83	7
78.254.229.220	7
81.75.91.178	5
96.155.152.218	6
189.81.223.32	10
189.119.52.199	10
238.56.243.235	7
242.187.116.216	6
3.168.215.165	6
53.45.158.201	9
136.203.194.10	7
7.155.180.19	5
108.143.182.122	7
29.38.28.16	7
203.109.222.185	6
33.238.205.182	11
219.61.226.250	5
83.165.157.124	6
112.151.40.251	8
226.44.198.113	3
251.155.24.153	6
77.246.134.225	10
149.5.110.166	5
203.82.105.154	7
68.43.25.226	4
205.101.28.87	5
36.136.78.95	7
106.184.182.190	6
135.53.103.170	10
40.94.52.220	3
98.63.99.1	8
120.170.203.202	4
176.109.141.194	5
163.230.204.88	5
45.147.21.228	16
123.34.201.166	14
48.48.53.190	6
50.138.2.156	11
14.26.181.148	5
116.171.30.61	10
207.232.232.243	4
172.35.121.49	4
17.227.141.128	7
19.202.139.148	9
57.94.105.56	8
65.169.49.117	10
130.49.20.166	6
106.142.57.7	6
26.30.205.88	9
83.195.195.203	6
183.140.143.61	9
121.201.33.196	6
217.28.154.239	6
218.164.36.201	6
166.145.78.222	6
227.249.97.173	4
169.219.118.64	8
192.13.4.245	11
135.150.48.139	6
187.237.82.186	6
170.200.11.252	5
12.180.247.198	6
92.146.56.2	6
22.212.237.161	7
93.155.112.154	3
70.194.232.92	6
60.26.106.245	6
111.222.51.112	8
2.81.40.29	7
88.217.245.86	5
136.80.41.77	10
179.228.9.121	5
112.251.231.242	9
189.234.169.91	5
193.251.102.218	1
125.129.74.154	1
134.151.67.207	8
29.222.191.65	5
40.100.173.254	4
5.74.61.204	3
66.58.73.167	6
158.207.92.103	3
199.173.4.74	5
122.238.127.94	11
213.222.194.73	8
142.60.77.202	4
135.197.84.222	9
216.10.140.127	6
88.100.147.100	10
85.108.15.30	6
56.18.12.162	4
118.19.251.187	3
87.41.187.189	5
130.19.115.186	9
35.132.35.101	8
7.131.11.43	15
153.117.152.73	8
156.171.39.147	8
157.217.180.90	9
179.231.179.204	9
203.151.198.68	13
219.39.16.90	4
219.83.243.232	6
207.171.54.109	9
20.114.231.62	7
225.108.183.191	11
226.30.128.215	6
171.7.181.24	9
84.16.120.187	4
64.52.248.237	9
171.40.3.102	5
78.126.2.142	6
151.76.225.148	13
212.108.70.107	9
158.165.57.46	5
173.108.211.19	5
80.52.203.239	9
238.80.201.254	8
241.15.145.123	12
176.141.208.102	6
242.102.99.233	7
243.201.86.165	5
246.177.166.69	7
245.141.150.240	8
250.81.164.189	11
144.61.144.172	8
204.65.148.247	9
64.83.250.5	5
143.184.191.144	6
126.205.142.212	6
16.65.174.199	3
127.46.98.41	8
93.41.49.122	8
147.45.11.93	5
148.78.146.32	6
48.178.198.169	3
38.218.39.108	6
119.128.159.194	6
127.206.91.192	5
11.78.33.227	6
11.181.32.42	4
14.135.191.59	9
32.144.202.253	6
33.202.153.205	9
92.143.44.246	8
125.148.17.16	2
18.11.246.59	7
131.120.17.10	9
141.217.224.232	4
148.64.23.95	10
149.221.27.206	2
153.46.1.110	7
162.16.48.149	8
179.195.95.167	7
139.63.250.161	2
188.105.54.40	9
193.69.113.96	5
55.192.32.63	8
207.17.142.175	4
18.228.232.15	4
15.131.167.110	7
29.44.206.192	5
40.165.132.152	7
110.24.62.217	5
180.217.52.75	6
182.140.48.93	5
41.134.134.219	6
215.73.208.192	4
2.112.8.117	6
206.226.11.111	4
72.201.91.164	10
111.148.163.35	10
66.47.26.112	6
190.178.208.110	7
21.219.195.205	7
23.48.5.97	8
232.148.229.252	10
145.149.228.121	6
174.57.155.198	10
157.17.88.94	7
2.223.1.94	6
72.70.196.183	5
130.120.117.134	12
103.206.175.90	5
32.225.114.120	11
180.32.170.53	6
176.227.74.81	8
78.104.123.79	7
219.168.137.103	3
81.244.209.37	4
151.215.201.244	9
224.228.148.214	6
74.242.147.13	8
233.25.146.188	9
42.31.220.186	4
95.120.26.97	7
235.216.112.195	9
152.156.119.225	11
239.165.158.67	5
248.115.41.131	7
250.71.84.174	5
206.243.153.109	10
243.178.79.14	8
86.203.149.213	5
143.229.210.31	5
248.77.240.125	5
93.111.140.78	3
63.203.126.200	8
47.245.87.166	8
81.55.172.73	10
196.217.206.169	6
248.122.57.186	4
70.168.167.241	3
201.209.14.73	11
203.212.162.56	5
221.13.172.134	10
227.202.165.83	7
62.210.164.16	6
229.117.164.242	12
77.1.142.252	6
116.74.115.194	7
17.152.63.8	6
209.76.139.175	6
231.194.177.155	7
98.74.218.45	8
173.30.24.73	3
116.97.80.248	7
48.92.184.249	7
107.61.231.70	6
145.142.189.233	10
236.176.168.202	13
119.178.187.53	7
46.95.101.240	10
50.189.150.36	14
188.59.73.63	6
11.177.217.144	10
157.171.80.52	9
12.86.2.210	6
52.208.125.235	9
53.95.50.69	8
89.243.74.72	8
13.93.193.234	11
38.190.95.3	6
43.252.196.219	6
23.133.84.10	11
97.163.133.212	6
154.33.182.111	4
97.105.139.113	8
200.96.228.66	7
220.198.56.35	7
17.39.101.89	6
231.147.117.98	6
172.57.133.22	5
132.121.136.173	7
44.211.116.39	6
12.49.83.226	5
55.38.42.192	10
74.101.61.24	10
113.211.204.177	7
137.236.234.254	8
53.253.148.136	2
226.12.74.241	3
67.248.81.107	6
240.109.69.101	4
91.205.173.253	8
37.126.170.130	7
98.162.246.230	8
69.131.144.44	10
130.122.75.112	2
162.136.19.41	6
63.31.67.2	8
181.73.166.17	5
188.182.175.81	8
212.111.158.8	10
105.31.199.168	7
157.189.118.246	4
185.53.201.17	8
221.223.156.107	5
222.117.6.133	5
176.120.207.52	5
26.240.205.32	9
78.193.112.25	7
189.125.131.40	5
196.86.100.34	2
33.131.218.4	5
225.216.234.20	4
189.176.19.149	8
238.61.178.10	8
64.88.21.81	11
166.118.142.242	6
201.158.80.60	11
241.146.13.170	7
60.215.254.14	4
244.216.161.194	9
146.225.158.145	6
92.236.251.236	7
30.245.16.140	8
249.247.213.136	8
62.95.247.118	6
113.247.6.157	4
54.238.179.39	6
129.159.198.62	4
75.79.72.72	7
236.203.60.14	3
21.118.83.228	10
71.216.168.165	7
16.250.142.180	7
34.125.34.247	8
39.76.237.222	4
130.127.196.70	5
239.80.236.158	9
7.171.199.66	12
15.203.155.221	12
122.61.21.176	7
78.196.198.98	5
86.191.92.204	7
114.70.233.6	11
155.142.178.104	9
165.38.150.54	7
182.102.229.121	7
193.143.162.148	10
151.37.220.39	7
215.161.63.253	7
252.99.141.211	6
8.181.138.198	8
94.197.13.77	10
124.220.173.211	10
4.153.72.230	8
77.162.108.112	7
151.126.204.205	5
82.112.64.96	6
112.234.192.227	10
131.197.29.17	5
149.117.166.20	9
213.182.120.161	10
30.211.174.27	7
57.125.59.47	9
157.16.244.170	7
39.60.147.41	8
94.69.109.207	8
178.233.75.45	7
246.86.46.185	11
181.227.166.59	10
207.153.97.181	7
190.120.141.7	10
127.42.16.228	7
75.21.243.56	10
170.222.106.121	8
226.12.127.128	5
152.77.207.19	7
102.179.14.128	7
188.23.93.101	5
168.71.48.234	1
162.25.5.46	5
193.238.56.124	11
176.150.12.185	5
60.131.73.230	5
41.124.129.159	5
36.9.138.37	6
13.12.134.181	10
112.58.13.78	8
83.45.78.116	3
138.208.112.232	5
18.248.4.213	4
129.161.9.197	4
77.98.186.117	3
90.106.29.103	9
137.234.228.20	2
51.79.206.8	7
19.72.92.131	9
43.74.244.182	7
85.175.230.180	8
131.196.22.233	6
132.181.76.117	6
183.94.247.251	11
131.109.118.121	8
43.207.228.194	5
75.17.191.245	10
178.110.121.38	9
91.6.3.176	10
63.27.58.87	6
12.221.245.103	8
50.157.230.79	7
178.143.242.146	4
94.162.123.11	7
179.193.227.105	8
181.55.137.99	9
197.166.51.83	10
201.75.191.142	1
214.40.132.86	10
233.75.206.140	6
164.82.112.220	7
172.136.204.22	6
238.247.229.55	9
242.3.70.140	5
36.4.113.241	6
251.199.213.206	7
252.175.244.81	4
3.223.62.59	6
69.27.173.10	6
157.104.115.216	6
254.17.248.183	12
113.119.190.28	7
195.254.36.139	8
30.235.143.63	8
151.206.136.131	4
153.88.25.172	5
224.122.114.62	7
45.5.218.188	6
226.89.92.153	7
208.39.26.91	8
37.214.28.245	6
149.242.26.196	3
66.222.253.152	10
221.206.18.111	6
16.162.74.121	6
160.53.182.173	5
57.218.133.76	9
71.166.187.166	5
244.76.209.22	5
128.68.152.226	10
137.120.109.125	10
145.25.116.219	5
242.96.50.234	6
68.23.83.38	6
112.212.47.89	6
67.47.242.249	7
123.32.36.181	6
57.218.200.196	7
224.124.207.73	11
30.30.47.152	8
175.199.14.49	6
167.22.70.47	6
240.182.165.36	9
74.155.220.117	6
77.37.19.189	13
168.36.189.12	8
131.181.205.130	6
106.60.195.106	7
